,troll,mentions,tweet
160,antonhayhay,"[""docrocktex26"",""nefariousnewt""]",RT @NefariousNewt: A friendly reminder from @docrocktex26. #ExpectUs https://t.co/OHVOle45th
161,zzzacharyzzz,"[""kylegriffin1""]","RT @kylegriffin1: Clinton today in Raleigh, NC: I want to give Trump ""a chance to pay more taxes"". https://t.co/3lmDGOw4qP https://t.co/Wty…"
162,susayung,"[""delo_taylor""]",RT @Delo_Taylor: Check out this thread for information on the Worker's World Party &amp; Monica Moorehead/Lamont Lilly 2016 POTUS ticket. https…
163,siccerthanyou,"[""mrnegromilitant""]","RT @MrNegroMilitant: Act Out! [77] - The Real Election Spoilers and We Pledge Allegiance to Knowledge

https://t.co/EnZRWCXMAu"
164,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ Documents Reveal Trump Personally Invested in Companies Behind Dakota Access Pipeline https://t.co/wBUzNTrkdu @USUncut https…
165,drmichaelgarcia,"[""danteb4u""]",RT @DanteB4u: Are Trump Supporters Too Dumb To Know They’re Dumb? Science Says “Probably” | Addicting Info | #NeverEverVoteTrump!  https://…
166,paulinett,"[""chidefender"",""blicqer""]",RT @blicqer: NEWS ROUNDUP: Donald Trump Settles Trump University Cases for $25M…AND MORE https://t.co/f9HHGLRSfn @ChiDefender https://t.co/…
167,hiimkhloe,"[""skepmi"",""docrocktex26""]","RT @Skepmi: @docrocktex26 
Love, love this man! I proudly voted for him. Obama did not fail us! He could have accomplished so much more w/o…"
168,drmichaelgarcia,"[""hillaryclinton"",""delo_taylor""]",RT @Delo_Taylor: At the rate this is going @HillaryClinton apologists are going to be voting for neoliberalism to avoid neofascism until th…
169,ameliebaldwin,"[""rawstory""]",RT @RawStory: Here are the neo-Nazi origins of Donald Trump Jr.’s ‘warming up the gas chamber’ comment https://t.co/hBYmb85SyL https://t.co…
170,imapharrelfake,"[""mspackyetti""]","RT @MsPackyetti: I've said this so many times. I do not believe we can afford Trump.

Which means the concerns of young POC must be heard +…"
171,finnaglo,"[""wusa9mornings"",""blicqer""]",RT @blicqer: ▶ WATCH: Campaign 2016 U talks election https://t.co/l7cR2KiGWt @WUSA9Mornings https://t.co/JihRQvqOOC
172,onemightyfish,"[""deray""]",RT @deray: let the games begin. https://t.co/nkaTFORtKO
173,liljordamn,"[""joyannreid"",""charlesmblow""]",RT @JoyAnnReid: @CharlesMBlow She reps a certain kind of change - a woman of that era flouting male power - and Obama and his coalition rep…
174,johnbranchh,"[""blicqer"",""bbc5live""]",RT @blicqer: ▶Mother of US Muslim soldier hits back at Trump over speech silence https://t.co/vP9nrlBLQr @BBC5Live
175,randolphburrr,"[""feministajones""]","RT @FeministaJones: Again, I'm sorry. He can't stop lying. We elected a pathological liar and he won't stop tweeting to troll the entir… "
176,imissobama,"[""feministajones""]",RT @FeministaJones: This would be incorrect https://t.co/hWRxxUaAJ7
177,javonhidp,"[""natcounterpunch"",""blicqer""]",RT @blicqer: ▶ Trump’s Fascism Picks Up Where Obama’s Left Off https://t.co/VRaqjX8uPX @NatCounterPunch https://t.co/7Df5NR4tn2
178,zzzacharyzzz,"[""thedailyedge""]","RT @TheDailyEdge: Jason Chaffetz, October: ""I couldn't look my wife or teenage daughter in the eye &amp; tell them I voted for Trump""

Today: ""…"
179,bricegeller,"[""feministajones""]","RT @FeministaJones: How did the ""Hillary Clinton is a warmongerer"" rhetoric start? Anyone have a specific pinpoint like an article or somet…"
180,nojonathonno,"[""nydailynews"",""blicqer""]","RT @blicqer: ▶ Muslim boy, 7, beaten by classmates because of Trump: father https://t.co/pROFfAetNs @NYDailyNews https://t.co/UKGesDRSoj"
181,alecmooooody,"[""dnainfony"",""blicqer""]","RT @blicqer: ▶ Trump Emboldened Fox News to Air 'Racist' Chinatown Segment, Pols Say https://t.co/w9BccBB0y4 @DNAinfoNY https://t.co/iStzqo…"
182,ogdeandre,"[""thedailyedge""]","RT @TheDailyEdge: If you care about women, children, equality, tolerance, basic decency, American values and/or the planet, please vo… "
183,brentmcclure275,"[""hillaryclinton"",""realdonaldtrump"",""shewhovotes"",""docrocktex26"",""charlie_corley""]",RT @Charlie_Corley: @docrocktex26 @SheWhoVotes Google says @realDonaldTrump interrupted @HillaryClinton 51 times. HaHa!
184,ogdeandre,"[""blicqer"",""thebpdshow""]",RT @blicqer: Obama Visits Baton Rouge https://t.co/FArpNeSciV via @TheBpDShow
185,paulinett,"[""blicqer""]",RT @blicqer: ▶ WATCH LIVE: Hillary Clinton holds midnight rally in North Carolina with Lady Gaga and Jon Bon Jovi https://t.co/vpaxfzZM5B @…
186,cornellburchet,"[""fusion""]",RT @Fusion: Obama says Kaepernick is 'exercising his constitutional right' with protest https://t.co/eXeGNmvUoG https://t.co/gHZ7BVYPpN
187,onemightyfish,"[""ggreenwald""]",RT @ggreenwald: What's Behind Barack Obama's Ongoing Accommodation of Vladimir Putin?  https://t.co/nUiF237q3L
188,queennarielle,"[""realdonaldtrump"",""amjoyshow"",""revjjackson"",""kdog0126""]","RT @kdog0126: @RevJJackson thx for appearing on @amjoyshow, surrogates have been using your words as endorsement to @realDonaldTrump outrea…"
189,bigseanbeast,"[""duckpon12"",""sallyalbright"",""docrocktex26""]","RT @Duckpon12: @SallyAlbright @docrocktex26 Young Tim Kaine, Old Tim Kaine. I like all the Tim Kaines. :-)"
190,nojonathonno,"[""foxnews"",""blicqer""]",RT @blicqer: ▶ FOX NEWS POLL Clinton leads Trump by 3 points as race tightens https://t.co/zx32KvTNG4 @FoxNews https://t.co/aSjMrBZSE4
191,nojonathonno,"[""deray""]",RT @deray: well. https://t.co/FtIlHVvEOo
192,paulinett,"[""thedailyedge""]",RT @TheDailyEdge: NEWS ALERT: Man who stole $25M from New Jersey taxpayers then scarpered when things got tough spotted in Louisiana https:…
193,wokefromday1,"[""fusion""]",RT @Fusion: Father of Muslim soldier who shamed Donald Trump demands that the GOP reject his bigotry https://t.co/R3zGE6Ksc8 https://t.co/G…
194,nojonathonno,"[""deray""]",RT @deray: Melania and Barron Trump won’t be moving to the White House https://t.co/59ILFkFub4
195,nojonathonno,"[""blicqer""]",RT @blicqer: ▶ 10 Things Anthony Weiner Did That Were Worse Than Storing Hillary Clinton’s Emails on His Computer… 
196,nojonathonno,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶ Obama: Trump Came From ‘Swamp of Crazy’ https://t.co/ZYOzV0T3Rm @LiveNewsCloud https://t.co/432iv9q1Zf
197,camosaseko,"[""pix11news"",""blicqer""]",RT @blicqer: ▶ Michael Moore unveils Trump documentary in Greenwich Village https://t.co/WzCouiavac @PIX11News https://t.co/Vp53o8YmMM
198,cookiiieeessss,"[""russian_starr""]",RT @Russian_Starr: Black journalists: RT if you Trump's campaign has dodged interviews with you. Like if he has granted you a sitdown.
199,nojonathonno,"[""blicqer"",""rollingout""]",RT @blicqer: Trump bringing President Obama’s brother to debate https://t.co/0DeXKAMEwn @RollingOut
200,jaydaastonishin,"[""danteb4u""]",RT @DanteB4u: WATCH: How #GOP &amp; #ALEC (American Legislative Exchange Council) Circumvent Democracy In The Republic https://t.co/ZxtNGcXR3W…
201,javonhidp,"[""deray"",""blackvoices""]",RT @blackvoices: .@Deray Mckesson on voting for Hillary: I agree with Clinton more than I disagree with her https://t.co/STyhLrXh4z https:/…
202,finnaglo,"[""mrnegromilitant""]","RT @MrNegroMilitant: Why Is Obama Shoving The TPP Down Our Throats?

https://t.co/nyFj9eG0Mv"
203,nojonathonno,"[""washtimes"",""blicqer""]","RT @blicqer: ▶ Hillary Clinton hangs on in Virginia, tops Donald Trump in razor-thin win https://t.co/fmJ2chGNej @WashTimes"
204,jadonhutchinson,"[""feministajones""]","RT @FeministaJones: When asked about whether or not he supported the invasion of Iraq, Donald Trump said ""Yeah, I guess so""

This is who th…"
205,pamblmdaniels,"[""docrocktex26"",""charmed86"",""jojap227""]",RT @JOJap227: @Charmed86 @docrocktex26 This has been the 1st election cycle where rethug's lawn signs are truly sparse.
206,stanleyparris,"[""danteb4u""]",RT @DanteB4u: A most disgusting example of DT trying to use black pain for political gain. My condolences to Dwyane Wade's family. https://…
207,nojonathonno,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Rudy Giuliani on 9/11: 'I don't remember seeing Hillary Clinton' https://t.co/XXPk5xdUQM @NYDailyNews https://t.co/gu0fNIylpm
208,paulinett,"[""blicqer""]","RT @blicqer: Trump Claims Astounding Victory As America’s 45th President, Clinton Calls To Congratulate https://t.co/W7jODbs0FK @BlackAmeri…"
209,ravenicholson,"[""ggreenwald""]",RT @ggreenwald: What's Behind Barack Obama's Ongoing Accommodation of Vladimir Putin?  https://t.co/nUiF237q3L
210,camosaseko,"[""blicqer""]",RT @blicqer: ▶ The Front Page of The New York Times Now Includes a Public Record of Donald Trump’s Sexual Bragging… 
211,zzzacharyzzz,"[""shaunking""]","RT @ShaunKing: Connor McGregor is the Donald Trump of MMA. Or the Mike Tyson of MMA.

Both metaphors work plus Tyson &amp; Trump love each othe…"
212,camosaseko,"[""blicqer"",""foxnews""]",RT @blicqer: ▶ IN THE LOOP: Trump now has access to the most valuable US intelligence https://t.co/t6YbG1ct5l @FoxNews https://t.co/lu3v8ma…
213,paulinett,"[""delo_taylor"",""deray""]",RT @Delo_Taylor: @deray I haven't supported a Democratic candidate at any level since '08 Obama &amp; no longer wish to especially after what w…
214,fightm_d_b,"[""mrnegromilitant""]","RT @MrNegroMilitant: Why Is Obama Shoving The TPP Down Our Throats?

https://t.co/nyFj9eG0Mv"
215,drmichaelgarcia,"[""shaunking""]","RT @ShaunKing: Donald, please stop kissing and touching girls and women. https://t.co/SpekGgF9QM"
216,blmsoldier,"[""talibkweli"",""qonvex""]",RT @TalibKweli: I haven't endorsed any candidate. You endorsed Trump tho @qonvex https://t.co/JI2IwPmiTv
217,bigboysneed,"[""djolder"",""ellemagazine""]",RT @djolder: Hillary Clinton Interviewed by #1000blackgirlbooks creator Marley Dias https://t.co/RA87pQmnrF via @ElleMagazine
218,camosaseko,"[""talibkweli""]","RT @TalibKweli: It started w first black president. Birthers, led by Trump, went nuts, bought guns, started white nationalist sites https:/…"
219,finnaglo,"[""blicqer"",""livenewscloud""]",RT @blicqer: Obama: Trump appeals to ‘folks who feel left out’ – WATCH THE INT... https://t.co/6ASbX7m9Yo via @LiveNewsCloud https://t.co/G…
220,scottgohard,"[""creflo_dollar"",""realdonaldtrump"",""shaunking""]",@ShaunKing @Creflo_Dollar seriously⁉️ fuck that small time donation plate @realDonaldTrump will cop me that G6 https://t.co/Cl0pwnTzwC
221,damanimiles,"[""blicqer"",""thebpdshow""]","RT @blicqer: Live! Korryn Gaines, James Baldwin, NYC's Bratton steps down, Hillary/Trump Polls, News &amp; Politics!:  https://t.co/stAE27kchg…"
222,ameliebaldwin,"[""rawstory""]",RT @RawStory: Kasich issues f*ck you to GOP: Trump &amp; Priebus responsible for ‘potential national wipeout’ https://t.co/XHuLCA260F https://t…
223,maymaymyy,"[""charlesmblow""]","RT @CharlesMBlow: These emails are A thing but not THE thing. Clinton is clearly not perfect, BUT Trump is clearly NOT her equal! WTH are p…"
224,pamblmdaniels,"[""mrnegromilitant""]","RT @MrNegroMilitant: Clinton for sale, donors drive her pro-israel position https://t.co/5XgZgWY8Rl"
225,aantiracist,"[""joeljamescomedy"",""blicqer""]",RT @blicqer: When Trump Writes your Speech https://t.co/8VS00QROjc via @JoelJamesComedy
226,eliasbrick,"[""mspackyetti""]","RT @MsPackyetti: I've said this so many times. I do not believe we can afford Trump.

Which means the concerns of young POC must be heard +…"
227,melanymelanin,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Wisc. football fan asked to remove Obama mask and noose https://t.co/sFFhtzFn8o @NYDailyNews https://t.co/ODOQ187IRC
228,baobaeham,"[""fusion""]","RT @Fusion: ""We live in a country that respects free speech.""

A Trump supporter interrupted a Clinton rally and Obama shut it… "
229,janelperkinson,"[""therealnews"",""blicqer""]",RT @blicqer: ▶ Affordable Housing Trust Fund Tacked onto Baltimore’s Election Day Ballot https://t.co/MKrHxOSfNC @TheRealNews https://t.co/…
230,javonhidp,"[""deray""]",RT @deray: Rep. Judy Chu asks President Obama to protect the information of 'Dreamers' before Trump takes office https://t.co/K9Iu5MYFt3
231,brianaregland,"[""feministajones""]","RT @FeministaJones: People say they had to unfriend Trump supporters on FB. 

Can't relate."
232,nojonathonno,"[""blicqer"",""bipartisanism""]",RT @blicqer: ▶ J.K. Rowling Live Tweets Presidential Debate &amp; Trump Got ROASTED (TWEETS) https://t.co/SJCJ1JCv6w @Bipartisanism https://t.c…
233,siccerthanyou,"[""mrnegromilitant""]",RT @MrNegroMilitant: Hillary Clinton’s axis of evil https://t.co/35fvWzDNiL
234,tessyelmore,"[""thedailyedge""]",RT @TheDailyEdge: NEWS ALERT: Man who stole $25M from New Jersey taxpayers then scarpered when things got tough spotted in Louisiana https:…
235,fightm_d_b,"[""djolder""]",RT @djolder: all I have for them is a welp https://t.co/ObZ40HtViz
236,regieblackmon,"[""fusion""]",RT @Fusion: These Texas high schoolers threw an awful Trump-themed rally to taunt their football rivals https://t.co/959NG5UdvL https://t.c…
237,nojonathonno,"[""blicqer"",""rawstory""]",RT @blicqer: ▶ Was Donald Trump’s run for the presidency an elaborate business strategy? https://t.co/b7g3LlK4MY @RawStory https://t.co/mG3…
238,bigboyjasiah,"[""thedailyedge""]","RT @TheDailyEdge: Pence: ""Racists, homophobes and xenophobes are decent people who deserve your respect as they are spitting on you"" https:…"
239,pamblmdaniels,"[""mrnegromilitant"",""hibbs101"",""potus"",""ezad60"",""emergagent""]",RT @hibbs101: @MrNegroMilitant @emergagent @EZAD60 @POTUS all politicos Suck. All. Just follow the money. Check who they associate with and…
240,melanymelanin,"[""blicqer"",""foxnews""]",RT @blicqer: ▶ 'THE O'REILLY FACTOR' Conway: Russia big factor in relationship with Trump https://t.co/Vm7JhCq8Ez @FoxNews https://t.co/OeE…
241,chadsloyer,"[""mintpressnews"",""blicqer""]",RT @blicqer: DNC 2016: Former Green Party VP Candidate Cheri Honkala Holds Fart-In At DNC Gates:  https://t.co/IovofanADU @MintPressNews
242,javonhidp,"[""shaunking"",""johnvmoore""]",RT @johnvmoore: Never forget. @shaunking needs to acknowledge that he helped flame the left's backlash against Sec. Clinton. https://t.co/5…
243,paulinett,"[""shaunking"",""delo_taylor""]","RT @Delo_Taylor: Shame on Obama &amp; Loretta Lynch for treating #EricGarner murder case like a hot potato. (via @ShaunKing) #IntelGroup
https:…"
244,javonhidp,"[""fusion""]",RT @Fusion: Emails show just much the North Carolina GOP tried to prevent black people from voting: https://t.co/Im6R1WU5Ei https://t.co/Xm…
245,jadonhutchinson,"[""feministajones""]","RT @FeministaJones: How did the ""Hillary Clinton is a warmongerer"" rhetoric start? Anyone have a specific pinpoint like an article or somet…"
246,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ JUST IN: Trump Campaign EXPOSED Altering Polling Data &amp; Passing It As Real (DETAILS) https://t.co/gexWf1sxxm @Bipartisanism…
247,javonhidp,"[""blicqer"",""natcounterpunch""]",RT @blicqer: ▶ The Panic Train: Fear before the Elections in Trump’s America https://t.co/Srkvk0KuUn @NatCounterPunch https://t.co/qhwmRbXr…
248,cannonsher,"[""thedailybeast"",""ggreenwald""]","RT @ggreenwald: Even though virtually every person whom @TheDailyBeast smeared as a ""Trump supporter"" said they are not, they keep promotin…"
249,jani_s_jac,"[""kylegriffin1"",""thedailybeast""]","RT @kylegriffin1: The Trump Foundation scandal is about to go national, as other states could follow the NY AG's lead —@thedailybeast… "
250,johnieboycooks,"[""necs"",""mspackyetti""]",RT @necs: Thank you @MsPackyetti. Organized people + policy rooted in community + movement pressure = change.  https://t.co/ADlOqIKPp9
251,notballinyet,"[""rawstory""]",RT @RawStory: A neuroscientist explains why Trump is winning https://t.co/xUCuVW0gN6 https://t.co/6vCM1ccAV2
252,imissobama,"[""transgriot"",""potus""]",RT @TransGriot: THe GOP is STILL mad at @POTUS https://t.co/uSkA7Gvacs
253,nojonathonno,"[""blicqer""]","RT @blicqer: ▶ CLINTON, STATE DEPT IN CAHOOTS? Leak shows campaign coordinated with officials before email revelation… "
254,iiddaamarks,"[""mspackyetti""]",RT @MsPackyetti: I can't expect everyone to show up in droves for the protest if Trump institutes national stop + frisk-and remember-he'd h…
255,jaydaastonishin,"[""blicqer"",""nworeport""]","RT @blicqer: ▶ @NWOReport: State Polls: Race Tightens as Trump Closes in on Clinton in Pennsylvania, Wisconsin https://t.co/McTPdTyKl1"
256,javonhidp,"[""mrnegromilitant""]","RT @MrNegroMilitant: Me fighting off dumbass racists #Hillary AND #Trump followers. I'm ""too busy looking good"" to deal with 'em. 
https://…"
257,javonhidp,"[""talibkweli""]",RT @TalibKweli: You're confusing Dixiecrats w democrats. Parties switched in 60s due to Nixon southern strategy. That's the GOP son. https:…
258,gallowayeliana,"[""mrnegromilitant""]","RT @MrNegroMilitant: Act Out! [77] - The Real Election Spoilers and We Pledge Allegiance to Knowledge

https://t.co/EnZRWCXMAu"
